artist,author,gernes,heart,name,star,view,words
N/A,Hondou Yuuki - 本堂ゆうき,"Action,Adventure,Ecchi,Fantasy,Harem,Isekai,Magic,Romance,Shounen,Web Novel", 61 ,Young God Divine Armaments,5,16019,27268
Non,Iruma Hitoma,"Romance,School Life,Shoujo ai,Slice of Life", 146 ,Adachi & Shimamura,5,20012,27650
N/A,로드워리어 (Road Warrior),"Action,Adventure,Fantasy,Korean Novel,Mature", 108 ,Main Character Hides His Strength,4.7,13061,6900
Won; をん,Yanagimi Touki; 柳実 冬貴,"Action,Adventure,Comedy,Drama,Ecchi,Fantasy,Harem,Magic,Romance,Science Fiction,Super Power,Supernatural", 158 ,EIYU naki SEKAI ni LAST BOSS tachi wo,4.9,16402,5667
Farumaro,Yukidaruma,"Action,Adventure,Comedy,Drama,Fantasy,Harem,Isekai,Psychological,Romance,Slice of Life", 131 ,Hisshou dungeon unei houhou,5,12256,5233
Spoon,Plutus,"Comedy,Fantasy,Korean Novel,Magic,Romance,Shoujo,Slice of Life,Web Novel,Isekai", 113 ,Who Made Me A Princess,4.7,49496,14687
N/A,D-Dart,"Action,Fantasy,Korean Novel,Supernatural,Web Novel", 77 ,The First Hunter,4.6,15134,11840
N/A,I Fix Air-Conditioner; 我会修空调,"Action,Adventure,Chinese Novel,Drama,Horror,Mature,Mystery,Psychological,Seinen,Supernatural,Web Novel", 69 ,Ngôi Nhà Ma Ám Của Tôi,4.7,39246,31752
Meruchi Nanase,Ougyo Kawagishi,"Comedy,Ecchi,Harem,Romance,School Life", 45 ,Jinsei,5,8107,2310
加藤いつわ,錬金王(影太郎),"Adult,Adventure,Fantasy,Mature,Seinen,Slice of Life,Web Novel,Ecchi,Romance,Super Power", 2060 ,An A-Ranked Adventurer’s “Slow-living”,4.8,823174,255563
N/A,Kinoko Nasu,"Action,Adventure,Fantasy,Gender Bender,Mystery,Romance,Slice of Life,Super Power", 122 ,Fate/Prototype Fragments of Sky Silver,4.3,24667,23071
u-suke,kazamidori,"Cooking,Isekai,Romance,Slice of Life", 628 ,"Uống cà phê sau giờ học, trong quán cà phê ở thế giới khác",4.9,78231,44574
Kazutake Hazano,Saeki-san,"Comedy,Romance,School Life,Web Novel", 599 ,Otonari no Tenshi-sama ni Itsu no Aida ni ka Dame Ningen ni Sareteiru ken,4.9,116219,22863
Demizu Posuka,"Nanao, Shirai Kaiu","Action,Drama,Mystery,Romance,Shounen", 29 ,Bức thư từ Norman,4.6,7348,4340
Neko Nekobyou,スフレ,"Adventure,Comedy,Fantasy,Harem,Romance,School Life,Shounen,Slice of Life", 129 ,I Aim to Be an Adventurer with the Jobclass of “Jobless”,4.7,10194,1551
Ksakanmuri (久坂んむり),Takenoko (タケノコ),"Action,Adventure,Horror,Psychological,Web Novel,Mature", 373 ,Genocide Online ~Playtime Diary of an Evil Young Girl~,4.9,102539,33612
N/A,Fuji Mitsuya,"Drama,Fantasy,Game,Isekai,Magic,Shoujo,Slice of Life", 65 ,Watashi wa Teki ni Narimasen!,4.2,5590,1850
Tsutamori En,Tsukigami Saki,"Adult,Ecchi,Fantasy,Isekai,Josei,Romance,Shoujo,Web Novel", 114 ,Outaishihi ni Nante Naritakunai!!,4.7,14277,15117
Naruse Hirofumi,Touwa Akatsuki,"Action,Adventure,Comedy,Ecchi,Fantasy,Harem,Martial Arts,Romance,Shounen,Supernatural", 149 ,"Maou Toubatsu shita Ato, Medachitakunai node Guild Master ni Natta",4.9,14100,5419
Nardack,Saginomiya Misaki,"Drama,Mystery,Romance,School Life", 111 ,Shitsuren tantei Momose,5,13460,16533
N/A,Haru no Hi,"Action,Adventure,Fantasy,Science Fiction,Supernatural,Web Novel,Game,Magic", 74 ,Akuma Wa Ikai De Kami To Naru,4.9,17649,21996
N/A,(Idle Fish Goes Ashhore),"Action,Adventure,Fantasy,Harem,Martial Arts,School Life,Supernatural", 206 ,NEET Receives a Dating Sim leveling system,4.8,52592,26472
kinta; キンタ,kiki,"Action,Adventure,Drama,Fantasy,Shoujo ai,Slice of Life,Horror", 451 ,"""Omae Gotoki ga Maou ni Kateru to Omou na"" to Gachizei ni Yuusha Party wo Tsuihou Sareta node, Outo de Kimama ni Kurashitai",4.9,127162,43149
COMTA,Teshima Fuminori,"Comedy,Fantasy,Romance,Supernatural", 2102 ,"Maou no Ore ga Dorei Elf wo Yome ni Shitan daga, dou mederebaii?",5,365830,134703
N/A,TodayAgain (오늘도요),"Action,Adventure,Fantasy,Martial Arts,Mature,Mecha,Tragedy", 39 ,Sovereign of Judgment,4.5,8440,11021
N/A,Kurosaki Hitomi; 黒き瞳,"Adventure,Comedy,Fantasy,Harem,Isekai,Romance,School Life,Shoujo ai,Web Novel", 460 ,Isekai de Harem Joou Mezashimasu! –Jishou heibon joshikousei no isekai funtouki–,4.9,110337,64556
N/A,Park Saenal (박새날 ),"Action,Adventure,Fantasy,Harem,Korean Novel,Science Fiction", 68 ,Overgeared,3.8,17554,13677
섶,사보이. G,"Action,Fantasy,Korean Novel", 96 ,Million Dollar Bill,4.5,17593,14917
Pyon-Kti,Nozomi Kouta,"Ecchi,Harem", 527 ,Shindou Yuusha to Maid Onee-san,4.9,54800,2255
Neco,SAZANE Kei (細音啓),"Action,Fantasy,Martial Arts,Romance,Shounen,Tragedy,Harem", 282 ,Naze Boku no Sekai wo Dare mo Oboeteinainoka?,5,32115,27125
Ryuukeichi Andromeda,Nanasawa Matari,"Action,Fantasy,Psychological,Drama,Seinen,Tragedy,Mature", 161 ,Karin wo Idaita Shoujo,4.8,18466,12764
柴乃櫂人,Umetane,"Action,Adventure,Comedy,Fantasy,Isekai,Romance,Slice of Life,Web Novel", 1384 ,Kamigoroshi no Eiyuu to Nanatsu no Seiyaku,4.9,214641,104981
So-bin,Maruyama Kugane,"Action,Adventure,Fantasy,Game,Isekai,Magic,Super Power,Supernatural", 162 ,Overlord Ngoại Truyện: Công Chúa Vampire của Vương Quốc bị Lãng Quên,4.7,31297,29080
N/A,强大的猪,"Action,Adult,Adventure,Drama,Horror,Psychological,Supernatural,Tragedy", 41 ,A Guess In The Ghost House,5,16724,18286
Take,Nisio Isin,"Action,Drama,Mystery,Psychological", 115 ,Zaregoto Series,4.4,36250,45972
N/A,N/A,"Action,Comedy,Cooking,One shot,Shoujo ai,Shounen ai,Tragedy,Web Novel,Yuri,Fantasy,Romance,Josei,Slice of Life,Science Fiction,Shounen,Adult", 85 ,Tổng hợp one shot,4.9,33193,19130
こちも (Kochimo),EDA,"Action,Adventure,Comedy,Romance,Seinen,Slice of Life,Cooking", 916 ,Isekai Ryouridou,4.7,243840,297607
Pulp Piroshi;パルプピロシ,Hatsueda Renge;初枝れんげ,"Action,Adventure,Comedy,Fantasy,Harem,Isekai,Romance,Seinen,Web Novel", 338 ,"Isekai de Kojiin wo Hiraitakedo, Nazeka Darehitori Sudatou to Shinai Ken (WN)",4.6,33357,12408
Hirai Yuzuki,Mitsuru Inoue; Nyūsankin,"Comedy,Ecchi,Fantasy,Harem,Slice of Life,Web Novel", 1090 ,Heavenly Castle,4.8,372639,125326
Okiura,Yuu Miyazaki,"Action,Comedy,Ecchi,Fantasy,Harem,Romance,School Life,Science Fiction", 976 ,Gakusen Toshi Asterisk,4.8,261794,169258
N/A,Kazuma Miki,"Adventure,Web Novel", 26 ,Truyện Kỉ Niệm 10 năm Sword Art Online,5,14424,7889
Heiki Abara,Daisuke Suzuki,"Comedy,Drama,Romance,School Life", 584 ,Monku no Tsukeyou ga Nai Rabukome,5,60079,56687
N/A,Nanasawa Matari,"Action,Drama,Fantasy,Mature,Psychological,Web Novel", 58 ,Karin wo idaita shoujo,5,5545,7476
N/A,Toika,"Action,Comedy,Fantasy,Korean Novel,Super Power,Harem", 146 ,"Stop , Friendly Fire !",4.9,31292,37309
Naruse Hirofumi,Touwa Akatsuki,"Action,Adventure,Comedy,Ecchi,Fantasy,Harem,Romance,Supernatural", 135 ,"MAOU TOUBATSU SHITA ATO, MEDACHITAKUNAI NODE GUILD MASTER NI NATTA",5,13452,22474
NOCO,Yuichiro Higashide,"Action,Adult,Adventure,Super Power", 303 ,Date A Live Fragment: Date A Bullet,4.9,72363,41276
Ueda Ryo,Sugii Hikaru,"Drama,Romance", 275 ,Sayonara Piano Sonata,5,76330,359090
"Hisasi, Kurogin",Masamune Kuji,"Action,Comedy,Drama,Ecchi,Fantasy,Harem,Mecha,School Life,Romance,Adult,Mature,Seinen", 643 ,Masou Gakuen HxH,4.9,202547,200456
Yuunagi ; 夕薙,Ichimura Tetsunosuke ; 市村 鉄之助,"Action,Adventure,Fantasy,Romance,Web Novel", 394 ,"This Time, I Became the Fiance of a Duke’s Daughter. But She is Rumored to have Bad Personality, and Ten Years Older",4.5,53734,20994
N/A,Makoto Ishii & Yasutoshi Takamura,Mecha, 8 ,Anaheim Laboratory Log,0,3927,2210
Takeshima Satoshi,Odou Akihiko,"Action,Fantasy,Mystery,Romance,Supernatural,Tragedy", 314 ,"Tsukumodou Kottouten - ""Fushigi"" Toriatsukaimasu",4.8,43993,218058
Mishima Kurone,Akatsuki Natsume,"Adventure,Comedy,Fantasy,Isekai,School Life,Seinen,Slice of Life", 287 ,Kono Subarashii Sekai ni Bakuen o!,5,67878,178705
Kazabana Fuuka,Shinko Shoto,"Fantasy,Super Power,Action,Adventure,Harem,Romance,Web Novel,Comedy,Magic", 2699 ,Shikkaku Mon no Saikyou Kenja~ Sekai Saikyou no Kenja ga Sarani Tsuyoku Naru Tameni Tenseishimashita~,4.8,815546,171388
N/A,支援BIS (ShienBIS),"Action,Adventure,Fantasy,Seinen", 127 ,The wolf won't sleep,4.9,36717,50598
八美☆わん,Shiki,"Fantasy,Isekai,Romance,Shoujo,Slice of Life,Comedy,Otome Game", 502 ,Jishō akuyaku reijōna konyakusha no kansatsu kiroku,4.7,175689,118140
N/A,羽田遼亮; Ryosuke Haneda,"Drama,Mystery,Romance,Web Novel", 66 ,I Will Return From Death Again And Again To Protect You,5,9690,11211
N/A,진설우,"Action,Adventure,Comedy,Fantasy,Mature,Mystery,Psychological,Seinen,Supernatural,Korean Novel", 152 ,Chiêu Hồn Vương - Seoul Station's Necromancer,4.8,33442,24426
N/A,Toharumina,"Comedy,Gender Bender,School Life,Slice of Life,Web Novel", 384 ,Tôi là con trai một... Tôi tái sinh thành một trong chị em sinh tư.,4.9,98205,16699
Haimura Kiyotaka,Kamachi Kazuma,"Action,Comedy,Fantasy,Magic,Mecha,Science Fiction,Shounen,Super Power,Harem", 76 ,Toaru Majutsu no Index: Virtual-On,5,19047,25846
Haimura Kiyotaka,Kamachi Kazuma,"Action,Adventure,Comedy,Fantasy,Harem,Science Fiction,Shounen,Super Power,Supernatural", 25 ,Toaru Majutsu no Index: Side Stories,5,4931,2392
無惑桑,Dai 616 Tokubetsu Jyouhou Daitai,"Action,Adventure,Comedy,Fantasy,Adapted to Manga", 474 ,The Villainess Will Crush Her Destruction End Through Modern Firepower,4.9,90593,74089
Kēji Mizoguchi,Hajime Kamoshida,"Comedy,Drama,Romance,School Life,Slice of Life", 571 ,Những cô gái cưng ở ký túc xá Sakura,4.9,182017,201126
Kawaku,CK,"Action,Adventure,Comedy,Drama,Fantasy,Isekai,Romance,School Life,Shounen,Slice of Life", 775 ,"Botsuraku Youtei Nanode, Kajishokunin wo Mezasu",4.7,193784,149149
N/A,D-Dart ( 디다트 ),"Action,Adventure,Comedy,Fantasy,Mystery", 147 ,The Emperor Of Solo Play,4.8,34373,23489
Takehana Note,Seto Meguru,"Action,Adventure,Comedy,Ecchi,Fantasy,Harem,Romance,School Life,Supernatural,Web Novel", 1231 ,Ore dake Irerukakushi Dungeon,4.8,389096,102426
N/A,LEE Hyun Bi,"Action,Adventure,Drama,Fantasy,Mature,Mystery,Science Fiction", 171 ,Haroon,4.8,46034,153549
Kabocha,Kuzu Shichio,"Action,Adventure,Comedy,Ecchi,Fantasy,Harem", 1490 ,Tensei Tantou Megami ga 100 Hito Itanode Cheat skill 100-ko Moraeta,4.7,302541,86271
Yamiigo,Kureha,"Action,Adventure,Comedy,Drama,Fantasy,Isekai,Shoujo,Slice of Life,Supernatural,Web Novel,Romance", 249 ,Fukusyu wo chikatta shironeko wa ryuuou no hiza no ue de damin wo musaboru,5,31418,29960
Hanekoto,Southern Terrace,"Action,Comedy,Drama,Fantasy,Harem,Isekai,Magic,Mystery,Romance,School Life,Slice of Life,Supernatural,Web Novel,Adapted to Manga", 1098 ,Class Ga Isekai Shoukan Sareta Naka Ore Dake Nokotta n Desu Ga,4.8,114347,39074
Runa,Mishima Yomu,"Action,Adventure,Comedy,Drama,Fantasy,Martial Arts,Romance,School Life,Shounen,Slice of Life,Tragedy", 1084 ,Dragoon,4.8,471982,358575
Miyama-Zero,Kasuga Mikage,"Comedy,Historical,Romance,Harem", 295 ,Oda Nobuna no Yabou,4.9,112767,213528
Yoshizawa Megane,Tsukiyono Furudanuki,"Action,Adventure,Comedy,Fantasy,Isekai,Romance,School Life,Shounen,Slice of Life,Web Novel,Harem,Super Power", 2332 ,Kikanshita Yuusha no Gojitsudan,4.8,1275462,460475
Booota,Shimesaba,"Comedy,Romance,Seinen,Slice of Life", 1035 ,Hige Wo Soru. Soshite Joshikosei Wo Hiro.,4.9,229050,61282
N/A,Phế Thiết Hành Giả,"Chinese Novel,Comedy,Harem,School Life,Shounen,Slice of Life,Web Novel", 210 ,Bắt nạt con gái kẻ thù có sai không?,5,55774,51668
N/A,Onhu,"Action,Adventure,Fantasy,Korean Novel,Mature,Psychological,Supernatural,Web Novel", 121 ,Dungeon Hunter,4.8,20458,55812
Kawakami Taiki (magaka),Fuse,"Action,Adventure,Comedy,Drama,Fantasy,Gender Bender,Shounen,Supernatural,Isekai,Slice of Life,Web Novel,Magic,Adapted to Anime,Adapted to Manga", 5972 ,Tensei Shitara Slime datta ken,4.9,7882599,495527
Shiino Sera,Nenjuu Mugichatarou,"Adventure,Comedy,Ecchi,Fantasy,Harem,Romance,Shoujo,Slice of Life,Web Novel", 898 ,Maou no Musume wa Sekai Saikyou Dakedo Hikineet!,4.9,184038,108421
N/A,Kusutani Tasuku,"Mystery,One shot", 48 ,Có một thủ thuật tự sự trong câu chuyện này,5,13168,2209
晩杯あきら - Banpai Akira,稲荷竜 - Inari Ryu,"Comedy,Fantasy,Magic,Slice of Life,Supernatural,Web Novel", 256 ,Ossan Kyuuketsuki to Seijyo,4.8,38134,16369
N/A,Onhu(온후),"Action,Adventure,Fantasy,Korean Novel,Mystery,Supernatural,Web Novel", 37 ,The King of the Battlefield,4,6405,4905
rurudo,Daisuke Suzuki,"Comedy,Ecchi,Harem,Romance,School Life,Supernatural", 587 ,Miyamoto Sakura ga Kawaii Dake no Shousetsu.,4.7,70175,34616
N/A,Harinezumi; はりねずみ,"Adult,Comedy,Ecchi,Game,Josei,Romance,School Life,Otome Game", 270 ,"Trong một game otome 18+, tôi quyết giữ bản thân trong sạch cho đến cùng!",4.7,116228,34465
Tomozo,"Mishima Yomu, Wai","Action,Comedy,Drama,Fantasy,Harem,Adventure,Web Novel,Romance", 3466 ,Sevens,4.9,3560203,1450588
Suzuhito Yasuda,Fujino Ōmori,"Action,Adventure,Comedy,Fantasy,Harem,Romance", 283 ,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,4.8,39323,9827
Fal maro,Morita Kisetsu,"Action,Adventure,Ecchi,Fantasy,Harem,Isekai", 305 ,Cheat na Kaineko no Okage de Rakuraku Level Up,4.7,33042,11150
N/A,Toika,"Action,Adventure,Comedy,Fantasy,Harem,Shounen,Korean Novel", 222 ,I Reincarnated For Nothing,4.4,33628,33151
Akita. Hika,Kaburagi Haruka,"Adventure,Fantasy,Gender Bender,School Life,Shoujo ai,Slice of Life", 184 ,Eiyuu no Musume to Shite Umarekawatta Eiyuu wa Futatabi Eiyuu o Mezasu,4.6,29573,5469
Mika Pikazo,Nekoko; 猫子,"Adventure,Comedy,Fantasy,Harem,Isekai,Romance,Shounen", 870 ,Saikyou Juzoku Tensei ~Cheat Majutsushi no Slow Life~,4.9,170069,39582
Yasumo,Aiki Abe,"Adventure,Comedy,Drama,Romance", 54 ,Hakuyoku no Polaris,5,7777,530
N/A,Kamono Udon,"Action,Adventure,Fantasy,Web Novel", 269 ,"Hazure Skill ‘Mapping’ wo Te ni Shita Ore wa, Saikyou Party to Tomo ni Dungeon ni Idomu",4.8,33278,13711
N/A,로유진,"Action,Adventure,Fantasy,Game,Harem,Magic,Martial Arts,Super Power,Web Novel", 91 ,The second coming of gluttony,4.5,21644,35147
N/A,Toika,"Action,Adventure,Fantasy,Isekai,Korean Novel,Magic,Military,Science Fiction,Super Power,Web Novel", 46 ,"Stop, friendly fire",4.4,6670,2233
shimano,Ko Hiratori,"Adult,Comedy,Isekai,One shot", 350 ,JK Haru wa Isekai de Shoufu ni Natta,4.5,73227,13420
N/A,Kataoka Naotaro,"Action,Adventure,Comedy,Fantasy,Harem,Isekai,Slice of Life,Tragedy,Web Novel", 366 ,REINCARNATION INTO THE BARRIER MASTER,4.5,42342,11892
BUNBUN,TAKEDZUKI Jou,"Action,Ecchi,Fantasy,Harem,Martial Arts,Mecha,Romance,Super Power,Supernatural", 278 ,Chronicle Legion – The Road of Conquest,4.5,33524,29566
Koin,Yuumikan,"Action,Adventure,Comedy,Fantasy,Science Fiction,Slice of Life", 562 ,Itai no wa Iya nanode Bougyo-Ryoku ni Kyokufuri Shitai to Omoimasu,4.8,138508,56443
Mid,Tsuda Houkou,"Action,Adventure,Comedy,Drama,Fantasy,Romance,Web Novel", 188 ,Yarukinashi Eiyuutan,4.3,15563,4551
Nagahama Megumi,Takami Ryousen,"Action,Fantasy,Harem,Seinen", 191 ,Almadianos Eiyuuden,4.8,25390,21776
Yano Mitsuki,Ginyoku Nozomi,"Action,Adventure,Comedy,Ecchi,Shounen", 546 ,Behemoth's Pet,4.9,81243,23320
Sakano Keiko,Nakamura Shuri,"Fantasy,Romance,Shoujo", 204 ,Mahoutsukai no Konyakusha,4.8,31139,22704
bob,ホー,"Action,Adventure,Comedy,Drama,Fantasy,Harem,Shounen,Super Power", 299 ,Wortenia senki,4.9,66258,27819
Eihi,Hidari Ryuu,"Action,Adventure,Fantasy,Magic,Romance,School Life,Web Novel", 788 ,Kuro no Seiken Tsukai,4.7,131363,38908
N/A,"Sadoyeon,사도연","Action,Adventure,Fantasy,Korean Novel", 66 ,Second Life Ranker,4.6,16261,9599
N/A,Reiko Minami,"Harem,Josei,Romance,Comedy,Drama,Mature", 162 ,Onnagirai Koushaku wa Tada Hitori no Reijou ni nomi Yokujou Suru,4.5,42463,28142
Iida Pochi,Inaka Dachima,"Ecchi,Fantasy,Game,Harem,Isekai,Romance", 263 ,Cưng có yêu bà mẹ mà đòn đánh thường là nhất kích đánh hai toàn thể không?,5,41162,72592
Hamaken,Anda Sadanatsu,"Comedy,Ecchi,Harem,Romance,School Life,Slice of Life", 410 ,15 sai demo Ore no Yome!,4.9,47872,5006
Kurodeko,Haiaka,"Drama,Fantasy,Isekai,Magic,Romance,Shoujo", 580 ,Akuyaku Reijou wa Danna-sama wo Yasesasetai,4.8,120410,41744
盘古混沌,盘古混沌,"Action,Drama,Fantasy,Harem,Horror,Magic,Super Power,Supernatural,Web Novel,Mystery,Adventure,Chinese Novel", 224 ,"My Daughter, My Angel",4.7,80066,107693
N/A,Trương Dương Đích Ngũ Nguyệt (张扬的五月),"Adventure,Chinese Novel,Comedy,Game", 43 ,Kẻ ngược đời trong thế giới game.,3.4,18070,33338
N/A,のの原兎太,"Fantasy,Comedy,Romance,Seinen,Slice of Life", 233 ,The Last Surviving Alchemist,4.9,35014,53063
vient,Mutsuhana Eiko; 六つ花 えいこ,"Comedy,Fantasy,Romance,Slice of Life", 123 ,I am a Witch Requested by My Crush to Make Love Potion,4.7,13218,4645
Booota,Aya Hazuki,"Drama,Romance,School Life", 128 ,"Hello, Hello and Hello",5,13519,2207
Kozou,Mizokami Ryou/ Suisei,"Action,Comedy,Fantasy,Romance,Seinen,Harem", 180 ,Yami Guild no Master wa kyou mo hohoemu,4.9,11457,3213
雲屋ゆきお / Kumoya Yukio,月神サキ / Tsukigami Saki,"Comedy,Drama,Fantasy,Romance,Shoujo,Slice of Life,Otome Game,Web Novel", 391 ,"Vì không muốn làm một Nữ phản diện, tôi sẽ cố gắng trở thành một Cô gái Hoàn hảo dành cho Hoàng tử!",5,80850,33099
Mishima Kurone 三嶋くろね,AKATSUKI Natsume 暁なつめ,"Action,Adventure,Comedy,Ecchi,Isekai,Magic,Supernatural", 223 ,"Zoku, Kono Subarashii Sekai ni Bakuen wo!",5,67766,80058
Youta,Namekojirushi,"Action,Ecchi,Fantasy,Harem,School Life,Romance,Super Power", 351 ,Izure Shinwa no Houkago Sensou,5,49359,61899
Nagishiro Mito,Yatsuhashi Kou,"Adventure,Comedy,Drama,Fantasy", 363 ,Oujo Denka wa Oikari no You desu,4.8,34910,4991
Cinkai,Tayama Shouta (田山翔太),"Comedy,Drama,Fantasy,Psychological,Romance,Harem", 277 ,Instant Messiah,4.9,37196,18232
N/A,Thái Trí Hằng (蔡智恆),"Comedy,Drama,Harem,Romance,School Life", 79 ,ANIMA,4.5,64416,109194
Hanekoto,Southernterrace,"Harem,Supernatural,Action,Fantasy,Comedy,Slice of Life,Web Novel", 2006 ,Class ga isekai shoukan sareta naka ore dake nokottan desu ga,4.9,699907,157965
N/A,Phantom Of The Moonlit Night 월야-팬텀,"Action,Adventure,Comedy,Fantasy,Seinen,Slice of Life", 302 ,Running Away From The Hero! (Remake),4.6,37268,23007
N/A,안경원숭이,"Comedy,Fantasy,Isekai,Korean Novel,Shoujo,Web Novel", 184 ,Em Gái của Nhân Vật Chính,4.6,19977,7918
Hiten,Saginomiya Misaki,"Drama,Romance,School Life", 142 ,Dokusha (boku) to Shujinkou (kanojo) to Futari no Korekara,4.9,13886,14959
"Futaba Hazuki, 双葉はづき","Reia, 澪亜","Drama,Fantasy,Shoujo,Slice of Life,Web Novel", 281 ,Koushaku Reijou no Tashinami,4.2,57982,24350
Buriki,Rakuda,"Comedy,Drama,Harem,Romance,School Life", 248 ,Ore wo Suki Nano wa Omae Dake ka yo,4.8,43804,7160
Sasorigatame,Minase Hazuki,"Action,Comedy,Ecchi,Fantasy,Romance,School Life,Shounen,Supernatural,Drama,Harem,Mystery,Super Power", 93 ,C3 CubexCursedxCurious,5,17956,30353
Nauribon,Guruguru Ma,"Adventure,Comedy,Fantasy,Romance,School Life", 587 ,"Buta Koushaku ni Tensei shita kara, Kondo wa Kimi ni Suki to Iitai",4.8,85476,33751
Hinooka Shuuji ; 緋ノ丘シュウジ,Mitsuru Inoue ; Nyūsankin ; 乳酸菌,"Action,Adventure,Ecchi,Fantasy,Harem,Isekai,Mature,Romance,Supernatural,Web Novel", 971 ,Saikyou Girudo Masuta No Ichi Shuukan Kenkoku Ki,4.9,155592,69150
Douji Shiki,Shachi Sogano,"Action,Adventure,Comedy,Ecchi,Fantasy,Harem,Isekai,Mature,Seinen,Slice of Life", 622 ,Isekai Meikyuu De Dorei Harem wo,4.5,107119,144366
Anais,Anais,"Historical,Korean Novel,Romance,Shounen ai", 19 ,Lệ Hồ,4.7,9540,8064
N/A,Jee Gab Song (지갑송 ),"Action,Adventure,Drama,Fantasy,Harem,Korean Novel,Mystery,Romance,Seinen,Supernatural,Web Novel", 201 ,A Monster Who Levels Up,3.9,44324,18044
N/A,Toy Car/Toika (토이카),"Action,Adventure,Comedy,Isekai,Korean Novel,Super Power,Web Novel", 111 ,"Stop, Friendly Fire!",4.5,18949,9523
Monda,"Mishima Yomu, Wai","Comedy,Isekai,Romance,School Life,Incest", 417 ,The World of Otome Games is Tough For Mobs,4.9,96490,15219
N/A,Korota,"Drama,Romance,Slice of Life,Shoujo ai", 148 ,Warm Place,5,51952,57275
Hisasi,Kineko Shibai,"Comedy,Ecchi,Game,Romance,School Life,Seinen,Slice of Life", 190 ,Netoge no Yome wa Onna no Ko ja nai to Omotta?,5,32272,24386
Yukisan,Aloha Zachou,"Action,Adventure,Comedy,Fantasy,Game,Gender Bender", 157 ,Only Sense Online,5,23369,62910
N/A,綾崎オトイ,"Fantasy,One shot,Romance,Slice of Life,Web Novel", 46 ,Yopparai wo Hirotta Kanojo to Ibukuro wo Tsukamareta Otoko,4.7,14538,3472
Shino,Mikawa Ghost,"Action,Comedy,Fantasy,School Life,Supernatural", 433 ,Risou no Musume nara Sekai Saikyou demo Kawaigatte kuremasuka?,4.9,57898,4233
N/A,Hattori Shozo,"Action,Adventure,Comedy,Fantasy,Harem,Romance,Shounen", 339 ,Hikikomori datta Otoko no Isekai Asashin Seikatsu,4.8,65416,14781
Mahaya; Nanao; 真早,Nakanomura Ayasuke,"Action,Adventure,Comedy,Fantasy,Seinen,Supernatural,Ecchi, Romance,Shounen,Web Novel,Harem,Isekai,Super Power", 3256 ,Kanna no Kanna,4.8,2249611,496502
Kasukabe Akira,Sazane Kei,"Action,Drama,Fantasy,Romance,Harem,Seinen,Supernatural", 662 ,Hyouketsu Kyoukai no Eden,4.6,244765,469313
Minamura Hallki,Kajii Takashi,"Comedy,Harem,Romance,School Life", 312 ,Boku no Imouto wa Kanji ga Yomeru,5,50839,114025
Manyako,Kishimoto Kazuha,"Comedy,Fantasy,Harem,Romance,Slice of Life", 1029 ,"Shachiku Yuusha, shigoto yameru tte yo",4.9,102154,20535
Kochimo,Kamifuusen,"Action,Adventure,Fantasy,Isekai,Magic,Romance,Slice of Life,Web Novel", 287 ,Isekai ni Kita Boku wa Kiyoubinbode Subaya-sa Tayorina Tabi o Suru,4.8,27682,11000
東西,FUNA,"Action,Adventure,Fantasy,Isekai,Magic,Military", 357 ,Tiết kiệm 80000 đồng vàng ở thế giới khác để an dưỡng tuổi già.,4.9,69616,37713
N/A,Steph,"Action,Adventure,Comedy,Romance,School Life,Science Fiction", 242 ,Real Cheat Online,4.7,31511,13734
Kodama Yuu,Sorano Kazuki,"Adventure,Comedy,Fantasy,School Life,Romance", 783 ,Isekai Quest After School!,4.9,91196,34685
Fal Maro,Ishinomiya Kanto,"Adventure,Fantasy,Harem,Psychological,Science Fiction,Slice of Life,Supernatural", 1360 ,The Magus of Genesis,4.9,339490,168284
Sakana,Nyun,"Comedy,Fantasy,School Life,Isekai", 559 ,"ISEKAI NI TENSEI SHITANDAKEDO ORE, TENSAI TTE KANCHIGAI SARETENAI ?",4.9,129213,110129
N/A,철종금 / Cheol Jonggeum,"Action,Fantasy,Super Power,Supernatural,Korean Novel", 396 ,I AM THE MONARCH,4.9,104541,46592
Asagi Tohsaka,Sasaki Sakuma,"Action,Adventure,Comedy,Ecchi,Fantasy,Harem,Romance,Adapted to Manga", 510 ,Megami no Yuusha wo Taosu Gesu na Houhou,4.9,68067,48244
N/A,吕天逸,"Psychological,Supernatural,Web Novel", 37 ,The Last Man on Earth,4.8,11029,975
N/A,六志麻あさ,"Action,Adventure,Drama,Fantasy,Isekai,Magic,Netorare", 622 ,"Koibito wo Netorare, Yuusha Party kara Tsuihou sa Retakedo, EX Skill [Fixed Damage] ni Mezamete Muteki no Sonzai ni",4.8,70666,7551
N/A,Dal Seul,"Josei,Romance,Mature,Drama,Psychological,Fantasy,Korean Novel,Magic", 249 ,Công Chúa Giả Điên,4.8,59740,35280
N/A,Bousou Datenchi,"Gender Bender,Romance,Slice of Life,Incest,Web Novel", 132 ,Kyoudai kara Kyoudai,4.9,63568,15481
N/A,Siberian Cat,"Action,Adult,Adventure,Chinese Novel,Drama,Fantasy,Game,Harem,Magic,Martial Arts,Mature,Military,Web Novel", 32 ,Summoning the Holy Sword,4.9,9019,9481
N/A,nanokayou,"One shot,Romance,Shoujo ai,Web Novel", 53 ,The thing we all want,4.6,11769,791
